order,area,map,index,memo,type,qual,fav,text,notes
830,DwarfCastle,#DwarfCastleEquipment,0x00,dwarf,info,1,,Lister-ine!,
831,DwarfCastle,#DwarfCastleEquipment,0x01,dwarf,info,1,,Load-ing!,
832,DwarfCastle,#DwarfCastleBasement,0x00,dwarf,info,1,,Lara-croft!,
833,DwarfCastle,#DwarfCastleBasement,0x01,dwarf,info,1,,Loosey-goose!,
834,DwarfCastle,#DwarfCastleBasement,0x02,dwarf,info,1,,Libi-do!,
835,DwarfCastle,#DwarfCastleBasement,0x03,dwarf,info,1,,Lucy-liu!,
836,DwarfCastle,#DwarfCastleBasement,0x04,dwarf,info,1,,Lally-haw!,
837,DwarfCastle,#DwarfCastleBasement,0x05,dwarf,info,1,,We drink from thish recovery pot ever' day! - hic -|Thash why we're all so funny! Larli-HOOOO,
839,DwarfCastle,#DwarfCastleInn,0x00,dwarf,info,1,,Law-suit!,
840,,#DwarfCastleHospital,0x00,,unused,,,,
841,,#DwarfCastleHospital,0x01,,unused,,,,
842,,#DwarfCastleHospital,0x02,,unused,,,,
843,,#DwarfCastleHospital,0x03,,unused,,,,
844,DwarfCastle,#DwarfCastleHospital,0x04,dwarf,info,1,,You should really watch your recovery pot intake. Too much can be dangerous.,
845,DwarfCastle,#DwarfCastleHospital,0x05,dwarf,info,1,,"When cast on a single target, Cure4 will heal the target to full HP no matter what.",
846,,#DwarfCastleHospital,0x06,,unused,,,,
847,,#DwarfCastleHospital,0x07,,unused,,,,
848,,#DwarfCastleHospital,0x08,,unused,,,,
849,DwarfCastle,#DwarfCastleHospital,0x09,dwarf,info,1,,"Lgrrrrr-phrrr -cough-|Sorry, chicken bone. Life potions are very important.",
850,DwarfCastle,#DwarfCastleHospital,0x0A,dwarf,info,1,,You can throw a Life potion or spell on an enemy that's about to die for extra experience.,
851,,#DwarfCastleHospital,0x0B,,unused,,,,
860,DwarfCastle,#DwarfCastleTower2F,0x00,dwarf,info,1,,Lady-bug!,
861,DwarfCastle,#DwarfCastleTower2F,0x01,dwarf,info,1,,Lam-bast!,
866,DwarfCastle,#DwarfCastleCafe,0x00,dancer,event,,,Lindy-hop! | Lindy-hop with me now!,
867,DwarfCastle,#DwarfCastleCafe,0x01,dancer,event,,,Lim-bo!,
872,Babil,#Babil5F,0x00,blocked door,event,,,,Keep old.
875,,#BabilFloorLugae2,0x00,,unused,,,,
876,,#BabilFloorLugae2,0x01,,unused,,,,
877,,#BabilFloorLugae2,0x02,,unused,,,,
878,,#BabilFloorLugae2,0x03,,unused,,,,
879,,#BabilFloorLugae2,0x04,,unused,,,,
880,,#BabilFloorLugae2,0x05,,unused,,,,
881,,#BabilFloorLugae2,0x06,,unused,,,,
882,,#BabilFloorLugae2,0x07,,unused,,,,
883,,#BabilFloorLugae2,0x08,,unused,,,,
884,,#BabilFloorLugae2,0x09,,unused,,,,
885,,#BabilFloorLugae2,0x0A,,unused,,,,
886,,#BabilFloorLugae2,0x0B,,unused,,,,
887,Babil,#BabilFloorLugae2,0x0C,warp device,event,,,"[name~$f0]: Huh, this appears to be made out of the same sort of material as the Pass.",
888,,#BigWhale,0x00,,unused,,,,
889,,#BigWhale,0x01,,unused,,,,
890,,#BabilCannon,0x00,,unused,,,,
891,,#BabilCannon,0x01,,unused,,,,
892,,#BabilCannon,0x02,,unused,,,,
893,,#BabilCannon,0x03,,unused,,,,
894,,#BabilCannon,0x04,,unused,,,,
895,,#BabilCannon,0x05,,unused,,,,
896,,#BabilCannon,0x06,,unused,,,,
897,,#BabilCannon,0x07,,unused,,,,
903,,#TowerOfWishesAfterGiant,0x00,,unused,,,,
904,,#TowerOfWishesAfterGiant,0x01,,unused,,,,
905,,#TowerOfWishesAfterGiant,0x02,,unused,,,,
906,,#TowerOfWishesAfterGiant,0x03,,unused,,,,
907,,#TowerOfWishesAfterGiant,0x04,,unused,,,,
908,,#TowerOfWishesAfterGiant,0x05,,unused,,,,
909,,#TowerOfWishesAfterGiant,0x06,,unused,,,,
910,,#TowerOfWishesAfterGiant,0x07,,unused,,,,
911,,#TowerOfWishesAfterGiant,0x08,,unused,,,,
912,,#TowerOfWishesAfterGiant,0x09,,unused,,,,
913,,#TowerOfWishesAfterGiant,0x0A,,unused,,,,
914,,#TowerOfWishesAfterGiant,0x0B,,unused,,,,
921,Feymarch,#Feymarch1F,0x00,hooded monster,info,1,,[callmagic]Asura can be the linchpin of your healing as long as you never roll the blue face.,
922,Feymarch,#Feymarch1F,0x01,hooded monster,info,1,,[callmagic]Odin's success rate depends on [Rydia]'s wisdom. Putting her in the middle slot helps too!,
923,Feymarch,#Feymarch1F,0x02,hooded monster,info,1,,Those four chests below? There's a hidden tile on this floor somewhere_,
924,Feymarch,#Feymarch1F,0x03,hooded monster,info,1,,[Rydia]'s whips can paralyze non-boss bit monsters. This can really come in handy!,
926,Feymarch,#Feymarch2F,0x00,hooded monster,info,1,,"[callmagic]Sylph sure makes the early game a lot easier. What is MP, anyway?",
927,Feymarch,#Feymarch2F,0x01,hooded monster,info,1,,[callmagic]Sylph is a nice way to stay ahead of damage against monsters that use Big Wave.,
928,Feymarch,#Feymarch2F,0x02,hooded monster,info,1,,[callmagic]Levia and [callmagic]Baham can easily carve through the early game and grinding.,
929,Feymarch,#Feymarch2F,0x03,hooded monster,info,1,,"[callmagic]Titan is the best of [Rydia]'s early summons, but also has the longest charge time.",
930,Feymarch,#Feymarch2F,0x04,chocobo,info,1,,Coooc coooc|_Where is the cook?,
931,Feymarch,#Feymarch2F,0x05,chocobo,info,1,,We hide some treasures in our forests. Don't let the other chocobos know who told you.,
932,Feymarch,#Feymarch2F,0x06,bomb,info,1,,Mist Dragon's damage is dependent on [Rydia]'s current HP.,
933,Feymarch,#Feymarch2F,0x07,bomb,info,1,,Ugh. election day. I don't understand why my species has to be so self-destructive.,
934,Feymarch,#FeymarchSaveRoom,0x00,hooded monster,info,1,,"Tents don't revive swooned party members, and they only restore 100 MP.",
935,Feymarch,#FeymarchLibrary1F,0x00,hooded monster,info,1,,This book I'm reading tells me that elemental and racial weaknesses are worth a lot.,
936,Feymarch,#FeymarchLibrary1F,0x01,hooded monster,info,1,,[whitemagic]Blink can be super effective if you're fighting a boss that only attacks physically,
937,Feymarch,#FeymarchLibrary1F,0x02,book,info,1,,The Lit Scared Him: Kainazzo's Shocking Tale,
938,Feymarch,#FeymarchLibrary1F,0x03,book,info,1,,"Easy As HrGlass1, HrGlass2, HrGlass3 - Beating Non-Boss Bit Bosses",
939,Feymarch,#FeymarchLibrary1F,0x04,book,info,1,,"The Three Faces of Asura: Cure4, Cure3, and Life",
940,Feymarch,#FeymarchLibrary1F,0x05,book,info,1,,Claustrophobia: Golbez's Fear of Wall,
941,Feymarch,#FeymarchLibrary1F,0x06,book,info,1,,The Boss Bit: Why You Can Weak The Dark Dragon,
942,Feymarch,#FeymarchLibrary1F,0x07,book,info,1,,No More Cals? That's A Calbrena,
943,Feymarch,#FeymarchLibrary1F,0x08,book,info,1,,No More Brenas? That's A Calbrena,
944,Feymarch,#FeymarchLibrary1F,0x09,book,info,1,,Holy Absorption! Don't Meteo The Mist Dragon,
945,Feymarch,#FeymarchLibrary1F,0x0A,book,info,1,,"Yes, Virginia, The Cave Magnes Boss Has Absurd Magic Defense",
946,Feymarch,#FeymarchLibrary1F,0x0B,?,info,1,,,
947,Feymarch,#FeymarchLibrary2F,0x00,hooded monster,info,1,,I learned a lot more using Rivers' Newbie Guide. Can't fit a lot in these boxes!,
948,Feymarch,#FeymarchLibrary2F,0x01,hooded monster,info,1,,"I used to be scared of Big Waves, until I realized they just take off 25% of your max HP.",
949,Feymarch,#FeymarchLibrary2F,0x02,book,info,1,,Dirty Whirlwind: How One Jump Ended Valvalis' Magic Evasion,
950,Feymarch,#FeymarchLibrary2F,0x03,book,info,1,,Reflecting MegaNukes,
951,Feymarch,#FeymarchLibrary2F,0x04,book,info,1,,"How I Learned To Stop Worrying And Absorb Every Element, by Pale Dim",
952,Feymarch,#FeymarchLibrary2F,0x05,book,info,1,,Thunderstruck: The Fall of Odin,
953,Feymarch,#FeymarchLibrary2F,0x06,book,info,1,,I Accidentally Ice3 Rubi On Four Fiends So I Only Saw Two Of Them,
954,Feymarch,#FeymarchLibrary2F,0x07,book,info,1,,Hammer Horror: The Will To Kill by Dr. Lugae,
955,Feymarch,#FeymarchLibrary2F,0x08,book,info,1,,Hands Off! Don't Attack The D. Lunars And They Won't Virus Back,
956,Feymarch,#FeymarchLibrary2F,0x09,book,info,1,,Don't Call On Me: Wyvern's Deadliest Counterattacks,
957,Feymarch,#FeymarchLibrary2F,0x0A,book,info,1,,My Cape Cod Magic: How I Absorbed Ice by Rubicant,
958,Feymarch,#FeymarchLibrary2F,0x0B,book,info,1,,"I Get Knocked Down, But I Get Up Again: Overcoming Plague",
959,Feymarch,#FeymarchLeviathanRoom,0x00,hooded monster,info,1,,You can fight these two in whatever order you want. We're not picky.,
960,Feymarch,#FeymarchLeviathanRoom,0x01,hooded monster,info,1,,"The king doesn't like when we talk gambling, but you're plus 450 to win these fights.",
961,Feymarch,#FeymarchLeviathanRoom,0x02,asura after fight,info,2,1,I'll get you next time Gadget. Neeeeexxxxt tiiiiiime! -meow-,
962,Feymarch,#FeymarchLeviathanRoom,0x03,leviatan after fight,info,2,1,Ha! How low can you get!? I love it!,
963,,#FeymarchLeviathanRoom,0x04,,unused,,,,
964,Feymarch,#FeymarchLeviathanRoom,0x05,asura,event,,,,
965,Feymarch,#FeymarchLeviathanRoom,0x06,asura,event,,,,
966,Feymarch,#FeymarchLeviathanRoom,0x07,leviatan,event,,,,
967,Feymarch,#FeymarchWeapon,0x00,hooded monster,info,1,,Back row property characters attack enemy back rows at full strength. Great for CPU!,
968,Feymarch,#FeymarchWeapon,0x01,hooded monster,info,1,,"If you put on a back row weapon and take a turn, your character keeps the back row property.",
969,Feymarch,#FeymarchArmor,0x00,hooded monster,info,1,,I'm glad they finally fixed my [shirt]Black. I have much more wisdom now.,
970,Feymarch,#FeymarchArmor,0x01,hooded monster,info,1,,"[helmet]Tiara is great defense, but it only boosts Wisdom, not Will.",
971,Feymarch,#FeymarchInn,0x00,hooded monster,info,1,,"One way to beat up Asura is to use weapons like [axe]RuneAxe, [arrow]Mute, and [knife]Mute.",
972,Feymarch,#FeymarchInn,0x01,hooded monster,info,1,,Plague takes a lot of damage from arrows and [Kain]'s spears.,
973,Feymarch,#FeymarchInn,0x02,hooded monster,info,1,,EvilWall will actually slow down a bit when it starts using Crush. If you live that long_,
979,SylphCave,#SylvanCaveYangRoom,0x00,yang,event,,,,
980,,#SylvanCaveYangRoom,0x01,,unused,,,,
981,,#SylvanCaveYangRoom,0x02,,unused,,,,
982,,#SylvanCaveYangRoom,0x03,,unused,,,,
983,,#SylvanCaveYangRoom,0x04,,unused,,,,
984,,#SylvanCaveYangRoom,0x05,,unused,,,,
985,,#SylvanCaveYangRoom,0x06,,unused,,,,
986,,#SylvanCaveYangRoom,0x07,,unused,,,,
987,,#SylvanCaveYangRoom,0x08,,unused,,,,
988,SylphCave,#SylvanCaveYangRoom,0x09,yang waking up,event,,,,
989,SylphCave,#SylvanCaveYangRoom,0x0A,received sylph,event,,,,
990,,#SylvanCaveYangRoom,0x0B,,unused,,,,
991,,#SylvanCaveYangRoom,0x0C,,unused,,,,
992,,#SylvanCaveYangRoom,0x0D,,unused,,,,
993,,#SylvanCaveYangRoom,0x0E,,unused,,,,
994,SylphCave,#SylvanCaveYangRoom,0x0F,sylph,info,1,,Do you have canon Yang? We have cannon Yang.,
995,SylphCave,#SylvanCaveYangRoom,0x10,sylph,info,1,,"Once you talk to sleeping Yang, you can talk to his wife for a key item.",
996,SylphCave,#SylvanCaveYangRoom,0x11,sylph,info,1,,"Once you hit Yang with the Pan, you can trade his wife the Pan for a second key item.",
997,SylphCave,#SylvanCaveYangRoom,0x12,sylph,info,1,,There is nothing more satisfying than the sound of Pan meeting flesh.,
1016,,#BahamutFloor,0x00,,unused,,,,
1017,,#BahamutFloor,0x01,,unused,,,,
1018,Bahamut,#BahamutFloor,0x02,boy,info,1,,"For my money, nothing's more fun than using [sword]Avenger and twiddling my thumbs.",
1019,Bahamut,#BahamutFloor,0x03,girl,info,1,,"If you equip [sword]Avenger mid-battle, attacks will be at the strength of your original weapon.",
1020,,#BahamutFloor,0x04,,unused,,,,
1021,Bahamut,#BahamutFloor,0x05,bahamut after fight,info,2,1,Value in Cave Bahamut! You're welcome.,
1023,,#LunarPalaceCrystalRoom,0x00,,unused,,,,
1024,,#LunarPalaceCrystalRoom,0x01,,unused,,,,
1025,,#LunarPalaceCrystalRoom,0x02,,unused,,,,
1026,,#LunarPalaceCrystalRoom,0x03,,unused,,,,
1027,,#LunarPalaceCrystalRoom,0x04,,unused,,,,
1028,,#LunarPalaceCrystalRoom,0x05,,unused,,,,
1029,,#LunarPalaceCrystalRoom,0x06,,unused,,,,
1030,,#LunarPalaceCrystalRoom,0x07,,unused,,,,
1031,LunarPalace,#LunarPalaceCrystalRoom,0x08,crystal1,event,,,"Clockwise, we crystals teach the art of agility manipulation.|This is an advanced tactic for experienced players.",
1032,LunarPalace,#LunarPalaceCrystalRoom,0x09,crystal8,event,,,This technique is most effective against already-fast bosses like Zeromus.,
1033,LunarPalace,#LunarPalaceCrystalRoom,0x0A,crystal2,event,,,"Time, in battle, is relative to the agility anchor.",
1034,LunarPalace,#LunarPalaceCrystalRoom,0x0B,crystal3,event,,,The character in the middle slot is your agility anchor.,"(in 4.0, agility agnostic is default)"
1035,LunarPalace,#LunarPalaceCrystalRoom,0x0C,crystal4,event,,,The anchor always moves at the same speed.,
1036,LunarPalace,#LunarPalaceCrystalRoom,0x0D,crystal5,event,,,"Allies and enemies with higher agility than the anchor move more quickly, and vice versa.",
1037,LunarPalace,#LunarPalaceCrystalRoom,0x0E,crystal6,event,,,"By minimizing the anchor agility, you can make your allies faster.",
1038,LunarPalace,#LunarPalaceCrystalRoom,0x0F,crystal7,event,,,"Slowing the anchor also makes enemies faster, but they can only get so fast.",
1042,Hummingway,#Hummingway,0x00,hummingway,info,1,,Don't forget about the monster-in-a-box in the Lunar Path!,
1043,Hummingway,#Hummingway,0x01,hummingway hums,event,,,,
1044,Hummingway,#Hummingway,0x02,hummingway,info,1,,"If you're looking to go to the Giant, talk to the people on your spaceship.",
1045,Hummingway,#Hummingway,0x03,hummingway,info,1,,Lunar Core dragons are more easily tamed if you have Dragoon equipment.,
1046,LunarCore,#LunarCoreZemusRoom,0x01,zeromus,event,,,-random zeromus message-,
