id,region,name,tags,mod_name
1530,Town,Friendsanity: George 7 <3,FRIENDSANITY,
1531,Town,Friendsanity: George 8 <3,FRIENDSANITY,
1532,Town,Friendsanity: George 9 <3,FRIENDSANITY,
1533,Town,Friendsanity: George 10 <3,FRIENDSANITY,
1535,Town,Friendsanity: Gus 1 <3,FRIENDSANITY,
1536,Town,Friendsanity: Gus 2 <3,FRIENDSANITY,
1537,Town,Friendsanity: Gus 3 <3,FRIENDSANITY,
1538,Town,Friendsanity: Gus 4 <3,FRIENDSANITY,
1539,Town,Friendsanity: Gus 5 <3,FRIENDSANITY,
1540,Town,Friendsanity: Gus 6 <3,FRIENDSANITY,
1541,Town,Friendsanity: Gus 7 <3,FRIENDSANITY,
1542,Town,Friendsanity: Gus 8 <3,FRIENDSANITY,
1543,Town,Friendsanity: Gus 9 <3,FRIENDSANITY,
1544,Town,Friendsanity: Gus 10 <3,FRIENDSANITY,
1546,Marnie's Ranch,Friendsanity: Jas 1 <3,FRIENDSANITY,
1547,Marnie's Ranch,Friendsanity: Jas 2 <3,FRIENDSANITY,
1548,Marnie's Ranch,Friendsanity: Jas 3 <3,FRIENDSANITY,
1549,Marnie's Ranch,Friendsanity: Jas 4 <3,FRIENDSANITY,
1550,Marnie's Ranch,Friendsanity: Jas 5 <3,FRIENDSANITY,
1551,Marnie's Ranch,Friendsanity: Jas 6 <3,FRIENDSANITY,
1552,Marnie's Ranch,Friendsanity: Jas 7 <3,FRIENDSANITY,
1553,Marnie's Ranch,Friendsanity: Jas 8 <3,FRIENDSANITY,
1554,Marnie's Ranch,Friendsanity: Jas 9 <3,FRIENDSANITY,
1555,Marnie's Ranch,Friendsanity: Jas 10 <3,FRIENDSANITY,
1557,Town,Friendsanity: Jodi 1 <3,FRIENDSANITY,
1558,Town,Friendsanity: Jodi 2 <3,FRIENDSANITY,
1559,Town,Friendsanity: Jodi 3 <3,FRIENDSANITY,
1560,Town,Friendsanity: Jodi 4 <3,FRIENDSANITY,
1561,Town,Friendsanity: Jodi 5 <3,FRIENDSANITY,
1562,Town,Friendsanity: Jodi 6 <3,FRIENDSANITY,
1563,Town,Friendsanity: Jodi 7 <3,FRIENDSANITY,
1564,Town,Friendsanity: Jodi 8 <3,FRIENDSANITY,
1565,Town,Friendsanity: Jodi 9 <3,FRIENDSANITY,
1566,Town,Friendsanity: Jodi 10 <3,FRIENDSANITY,
1568,Town,Friendsanity: Kent 1 <3,FRIENDSANITY,
1569,Town,Friendsanity: Kent 2 <3,FRIENDSANITY,
1570,Town,Friendsanity: Kent 3 <3,FRIENDSANITY,
1571,Town,Friendsanity: Kent 4 <3,FRIENDSANITY,
1572,Town,Friendsanity: Kent 5 <3,FRIENDSANITY,
1573,Town,Friendsanity: Kent 6 <3,FRIENDSANITY,
1574,Town,Friendsanity: Kent 7 <3,FRIENDSANITY,
1575,Town,Friendsanity: Kent 8 <3,FRIENDSANITY,
1576,Town,Friendsanity: Kent 9 <3,FRIENDSANITY,
1577,Town,Friendsanity: Kent 10 <3,FRIENDSANITY,
1579,Sewer,Friendsanity: Krobus 1 <3,FRIENDSANITY,
1580,Sewer,Friendsanity: Krobus 2 <3,FRIENDSANITY,
1581,Sewer,Friendsanity: Krobus 3 <3,FRIENDSANITY,
1582,Sewer,Friendsanity: Krobus 4 <3,FRIENDSANITY,
1583,Sewer,Friendsanity: Krobus 5 <3,FRIENDSANITY,
1584,Sewer,Friendsanity: Krobus 6 <3,FRIENDSANITY,
1585,Sewer,Friendsanity: Krobus 7 <3,FRIENDSANITY,
1586,Sewer,Friendsanity: Krobus 8 <3,FRIENDSANITY,
1587,Sewer,Friendsanity: Krobus 9 <3,FRIENDSANITY,
1588,Sewer,Friendsanity: Krobus 10 <3,FRIENDSANITY,
1590,Leo's Hut,Friendsanity: Leo 1 <3,"FRIENDSANITY,GINGER_ISLAND",
1591,Leo's Hut,Friendsanity: Leo 2 <3,"FRIENDSANITY,GINGER_ISLAND",
1592,Leo's Hut,Friendsanity: Leo 3 <3,"FRIENDSANITY,GINGER_ISLAND",
1593,Leo's Hut,Friendsanity: Leo 4 <3,"FRIENDSANITY,GINGER_ISLAND",
1594,Leo's Hut,Friendsanity: Leo 5 <3,"FRIENDSANITY,GINGER_ISLAND",
1595,Leo's Hut,Friendsanity: Leo 6 <3,"FRIENDSANITY,GINGER_ISLAND",
1596,Leo's Hut,Friendsanity: Leo 7 <3,"FRIENDSANITY,GINGER_ISLAND",
1597,Leo's Hut,Friendsanity: Leo 8 <3,"FRIENDSANITY,GINGER_ISLAND",
1598,Leo's Hut,Friendsanity: Leo 9 <3,"FRIENDSANITY,GINGER_ISLAND",
1599,Leo's Hut,Friendsanity: Leo 10 <3,"FRIENDSANITY,GINGER_ISLAND",
1601,Town,Friendsanity: Lewis 1 <3,FRIENDSANITY,
1602,Town,Friendsanity: Lewis 2 <3,FRIENDSANITY,
1603,Town,Friendsanity: Lewis 3 <3,FRIENDSANITY,
1604,Town,Friendsanity: Lewis 4 <3,FRIENDSANITY,
1605,Town,Friendsanity: Lewis 5 <3,FRIENDSANITY,
1606,Town,Friendsanity: Lewis 6 <3,FRIENDSANITY,
1607,Town,Friendsanity: Lewis 7 <3,FRIENDSANITY,
1608,Town,Friendsanity: Lewis 8 <3,FRIENDSANITY,
1609,Town,Friendsanity: Lewis 9 <3,FRIENDSANITY,
1610,Town,Friendsanity: Lewis 10 <3,FRIENDSANITY,
1612,Mountain,Friendsanity: Linus 1 <3,FRIENDSANITY,
1613,Mountain,Friendsanity: Linus 2 <3,FRIENDSANITY,
1614,Mountain,Friendsanity: Linus 3 <3,FRIENDSANITY,
1615,Mountain,Friendsanity: Linus 4 <3,FRIENDSANITY,
1616,Mountain,Friendsanity: Linus 5 <3,FRIENDSANITY,
1617,Mountain,Friendsanity: Linus 6 <3,FRIENDSANITY,
1618,Mountain,Friendsanity: Linus 7 <3,FRIENDSANITY,
1619,Mountain,Friendsanity: Linus 8 <3,FRIENDSANITY,
1620,Mountain,Friendsanity: Linus 9 <3,FRIENDSANITY,
1621,Mountain,Friendsanity: Linus 10 <3,FRIENDSANITY,
1623,Marnie's Ranch,Friendsanity: Marnie 1 <3,FRIENDSANITY,
1624,Marnie's Ranch,Friendsanity: Marnie 2 <3,FRIENDSANITY,
1625,Marnie's Ranch,Friendsanity: Marnie 3 <3,FRIENDSANITY,
1626,Marnie's Ranch,Friendsanity: Marnie 4 <3,FRIENDSANITY,
1627,Marnie's Ranch,Friendsanity: Marnie 5 <3,FRIENDSANITY,
1628,Marnie's Ranch,Friendsanity: Marnie 6 <3,FRIENDSANITY,
1629,Marnie's Ranch,Friendsanity: Marnie 7 <3,FRIENDSANITY,
1630,Marnie's Ranch,Friendsanity: Marnie 8 <3,FRIENDSANITY,
1631,Marnie's Ranch,Friendsanity: Marnie 9 <3,FRIENDSANITY,
1632,Marnie's Ranch,Friendsanity: Marnie 10 <3,FRIENDSANITY,
1634,Town,Friendsanity: Pam 1 <3,FRIENDSANITY,
1635,Town,Friendsanity: Pam 2 <3,FRIENDSANITY,
1636,Town,Friendsanity: Pam 3 <3,FRIENDSANITY,
1637,Town,Friendsanity: Pam 4 <3,FRIENDSANITY,
1638,Town,Friendsanity: Pam 5 <3,FRIENDSANITY,
1639,Town,Friendsanity: Pam 6 <3,FRIENDSANITY,
1640,Town,Friendsanity: Pam 7 <3,FRIENDSANITY,
1641,Town,Friendsanity: Pam 8 <3,FRIENDSANITY,
1642,Town,Friendsanity: Pam 9 <3,FRIENDSANITY,
1643,Town,Friendsanity: Pam 10 <3,FRIENDSANITY,
1645,Town,Friendsanity: Pierre 1 <3,FRIENDSANITY,
1646,Town,Friendsanity: Pierre 2 <3,FRIENDSANITY,
1647,Town,Friendsanity: Pierre 3 <3,FRIENDSANITY,
1648,Town,Friendsanity: Pierre 4 <3,FRIENDSANITY,
1649,Town,Friendsanity: Pierre 5 <3,FRIENDSANITY,
1650,Town,Friendsanity: Pierre 6 <3,FRIENDSANITY,
1651,Town,Friendsanity: Pierre 7 <3,FRIENDSANITY,
1652,Town,Friendsanity: Pierre 8 <3,FRIENDSANITY,
1653,Town,Friendsanity: Pierre 9 <3,FRIENDSANITY,
1654,Town,Friendsanity: Pierre 10 <3,FRIENDSANITY,
1656,Carpenter Shop,Friendsanity: Robin 1 <3,FRIENDSANITY,
1657,Carpenter Shop,Friendsanity: Robin 2 <3,FRIENDSANITY,
1658,Carpenter Shop,Friendsanity: Robin 3 <3,FRIENDSANITY,
1659,Carpenter Shop,Friendsanity: Robin 4 <3,FRIENDSANITY,
1660,Carpenter Shop,Friendsanity: Robin 5 <3,FRIENDSANITY,
1661,Carpenter Shop,Friendsanity: Robin 6 <3,FRIENDSANITY,
1662,Carpenter Shop,Friendsanity: Robin 7 <3,FRIENDSANITY,
1663,Carpenter Shop,Friendsanity: Robin 8 <3,FRIENDSANITY,
1664,Carpenter Shop,Friendsanity: Robin 9 <3,FRIENDSANITY,
1665,Carpenter Shop,Friendsanity: Robin 10 <3,FRIENDSANITY,
1667,Oasis,Friendsanity: Sandy 1 <3,FRIENDSANITY,
1668,Oasis,Friendsanity: Sandy 2 <3,FRIENDSANITY,
1669,Oasis,Friendsanity: Sandy 3 <3,FRIENDSANITY,
1670,Oasis,Friendsanity: Sandy 4 <3,FRIENDSANITY,
1671,Oasis,Friendsanity: Sandy 5 <3,FRIENDSANITY,
1672,Oasis,Friendsanity: Sandy 6 <3,FRIENDSANITY,
1673,Oasis,Friendsanity: Sandy 7 <3,FRIENDSANITY,
1674,Oasis,Friendsanity: Sandy 8 <3,FRIENDSANITY,
1675,Oasis,Friendsanity: Sandy 9 <3,FRIENDSANITY,
1676,Oasis,Friendsanity: Sandy 10 <3,FRIENDSANITY,
1678,Town,Friendsanity: Vincent 1 <3,FRIENDSANITY,
1679,Town,Friendsanity: Vincent 2 <3,FRIENDSANITY,
1680,Town,Friendsanity: Vincent 3 <3,FRIENDSANITY,
1681,Town,Friendsanity: Vincent 4 <3,FRIENDSANITY,
1682,Town,Friendsanity: Vincent 5 <3,FRIENDSANITY,
1683,Town,Friendsanity: Vincent 6 <3,FRIENDSANITY,
1684,Town,Friendsanity: Vincent 7 <3,FRIENDSANITY,
1685,Town,Friendsanity: Vincent 8 <3,FRIENDSANITY,
1686,Town,Friendsanity: Vincent 9 <3,FRIENDSANITY,
1687,Town,Friendsanity: Vincent 10 <3,FRIENDSANITY,
1689,Beach,Friendsanity: Willy 1 <3,FRIENDSANITY,
1690,Beach,Friendsanity: Willy 2 <3,FRIENDSANITY,
1691,Beach,Friendsanity: Willy 3 <3,FRIENDSANITY,
1692,Beach,Friendsanity: Willy 4 <3,FRIENDSANITY,
1693,Beach,Friendsanity: Willy 5 <3,FRIENDSANITY,
1694,Beach,Friendsanity: Willy 6 <3,FRIENDSANITY,
1695,Beach,Friendsanity: Willy 7 <3,FRIENDSANITY,
1696,Beach,Friendsanity: Willy 8 <3,FRIENDSANITY,
1697,Beach,Friendsanity: Willy 9 <3,FRIENDSANITY,
1698,Beach,Friendsanity: Willy 10 <3,FRIENDSANITY,
1700,Forest,Friendsanity: Wizard 1 <3,FRIENDSANITY,
1701,Forest,Friendsanity: Wizard 2 <3,FRIENDSANITY,
1702,Forest,Friendsanity: Wizard 3 <3,FRIENDSANITY,
1703,Forest,Friendsanity: Wizard 4 <3,FRIENDSANITY,
1704,Forest,Friendsanity: Wizard 5 <3,FRIENDSANITY,
1705,Forest,Friendsanity: Wizard 6 <3,FRIENDSANITY,
1706,Forest,Friendsanity: Wizard 7 <3,FRIENDSANITY,
1707,Forest,Friendsanity: Wizard 8 <3,FRIENDSANITY,
1708,Forest,Friendsanity: Wizard 9 <3,FRIENDSANITY,
1709,Forest,Friendsanity: Wizard 10 <3,FRIENDSANITY,
1710,Farm,Friendsanity: Pet 1 <3,FRIENDSANITY,
1711,Farm,Friendsanity: Pet 2 <3,FRIENDSANITY,
1712,Farm,Friendsanity: Pet 3 <3,FRIENDSANITY,
1713,Farm,Friendsanity: Pet 4 <3,FRIENDSANITY,
1714,Farm,Friendsanity: Pet 5 <3,FRIENDSANITY,
1715,Farm,Friendsanity: Friend 1 <3,FRIENDSANITY,
1716,Farm,Friendsanity: Friend 2 <3,FRIENDSANITY,
1717,Farm,Friendsanity: Friend 3 <3,FRIENDSANITY,
1718,Farm,Friendsanity: Friend 4 <3,FRIENDSANITY,
1719,Farm,Friendsanity: Friend 5 <3,FRIENDSANITY,
1720,Farm,Friendsanity: Friend 6 <3,FRIENDSANITY,
1721,Farm,Friendsanity: Friend 7 <3,FRIENDSANITY,
1722,Farm,Friendsanity: Friend 8 <3,FRIENDSANITY,
1723,Farm,Friendsanity: Suitor 9 <3,FRIENDSANITY,
1724,Farm,Friendsanity: Suitor 10 <3,FRIENDSANITY,
1725,Farm,Friendsanity: Spouse 11 <3,FRIENDSANITY,
1726,Farm,Friendsanity: Spouse 12 <3,FRIENDSANITY,
1727,Farm,Friendsanity: Spouse 13 <3,FRIENDSANITY,
1728,Farm,Friendsanity: Spouse 14 <3,FRIENDSANITY,
2001,Town,Egg Hunt Victory,FESTIVAL,
2002,Town,Egg Festival: Strawberry Seeds,FESTIVAL,
2003,Forest,Dance with someone,FESTIVAL,
2004,Forest,Rarecrow #5 (Woman),FESTIVAL,
2005,Beach,Luau Soup,FESTIVAL,
2006,Beach,Dance of the Moonlight Jellies,FESTIVAL,
2007,Town,Smashing Stone,FESTIVAL,
2008,Town,Grange Display,FESTIVAL,
2009,Town,Rarecrow #1 (Turnip Head),FESTIVAL,
2010,Town,Fair Stardrop,FESTIVAL,
2011,Town,Spirit's Eve Maze,FESTIVAL,
2012,Town,Rarecrow #2 (Witch),FESTIVAL,
2013,Forest,Win Fishing Competition,FESTIVAL,
2014,Forest,Rarecrow #4 (Snowman),FESTIVAL,
2015,Beach,Mermaid Pearl,FESTIVAL,
2016,Beach,Cone Hat,FESTIVAL_HARD,
2017,Beach,Iridium Fireplace,FESTIVAL_HARD,
2018,Beach,Rarecrow #7 (Tanuki),FESTIVAL,
2019,Beach,Rarecrow #8 (Tribal Mask),FESTIVAL,
2020,Beach,Lupini: Red Eagle,FESTIVAL,
2021,Beach,Lupini: Portrait Of A Mermaid,FESTIVAL,
2022,Beach,Lupini: Solar Kingdom,FESTIVAL,
2023,Beach,Lupini: Clouds,FESTIVAL_HARD,
2024,Beach,Lupini: 1000 Years From Now,FESTIVAL_HARD,
2025,Beach,Lupini: Three Trees,FESTIVAL_HARD,
2026,Beach,Lupini: The Serpent,FESTIVAL_HARD,
2027,Beach,Lupini: 'Tropical Fish #173',FESTIVAL_HARD,
2028,Beach,Lupini: Land Of Clay,FESTIVAL_HARD,
2029,Town,Secret Santa,FESTIVAL,
2030,Town,The Legend of the Winter Star,FESTIVAL,
2031,Farm,Collect All Rarecrows,FESTIVAL,
2101,Town,Island Ingredients,"GINGER_ISLAND,SPECIAL_ORDER_BOARD",
2102,Town,Cave Patrol,SPECIAL_ORDER_BOARD,
2103,Town,Aquatic Overpopulation,SPECIAL_ORDER_BOARD,
2104,Town,Biome Balance,SPECIAL_ORDER_BOARD,
2105,Town,Rock Rejuvenation,SPECIAL_ORDER_BOARD,
2106,Town,Gifts for George,SPECIAL_ORDER_BOARD,
2107,Town,Fragments of the past,"GINGER_ISLAND,SPECIAL_ORDER_BOARD",
2108,Town,Gus' Famous Omelet,SPECIAL_ORDER_BOARD,
2109,Town,Crop Order,SPECIAL_ORDER_BOARD,
2110,Town,Community Cleanup,SPECIAL_ORDER_BOARD,
2111,Town,The Strong Stuff,SPECIAL_ORDER_BOARD,
2112,Town,Pierre's Prime Produce,SPECIAL_ORDER_BOARD,
2113,Town,Robin's Project,SPECIAL_ORDER_BOARD,
2114,Town,Robin's Resource Rush,SPECIAL_ORDER_BOARD,
2115,Town,Juicy Bugs Wanted!,SPECIAL_ORDER_BOARD,
2116,Town,Tropical Fish,"GINGER_ISLAND,SPECIAL_ORDER_BOARD",
2117,Town,A Curious Substance,SPECIAL_ORDER_BOARD,
2118,Town,Prismatic Jelly,SPECIAL_ORDER_BOARD,
2151,Qi's Walnut Room,Qi's Crop,"GINGER_ISLAND,SPECIAL_ORDER_QI",
2152,Qi's Walnut Room,Let's Play A Game,"GINGER_ISLAND,SPECIAL_ORDER_QI,JUNIMO_KART",
2153,Qi's Walnut Room,Four Precious Stones,"GINGER_ISLAND,SPECIAL_ORDER_QI",
2154,Qi's Walnut Room,Qi's Hungry Challenge,"GINGER_ISLAND,SPECIAL_ORDER_QI",
2155,Qi's Walnut Room,Qi's Cuisine,"GINGER_ISLAND,SPECIAL_ORDER_QI",
2156,Qi's Walnut Room,Qi's Kindness,"GINGER_ISLAND,SPECIAL_ORDER_QI",
2157,Qi's Walnut Room,Extended Family,"GINGER_ISLAND,SPECIAL_ORDER_QI",
2158,Qi's Walnut Room,Danger In The Deep,"GINGER_ISLAND,SPECIAL_ORDER_QI",
2159,Qi's Walnut Room,Skull Cavern Invasion,"GINGER_ISLAND,SPECIAL_ORDER_QI",
2160,Qi's Walnut Room,Qi's Prismatic Grange,"GINGER_ISLAND,SPECIAL_ORDER_QI",
2201,Boat Tunnel,Repair Ticket Machine,GINGER_ISLAND,
2202,Boat Tunnel,Repair Boat Hull,GINGER_ISLAND,
2203,Boat Tunnel,Repair Boat Anchor,GINGER_ISLAND,
2204,Leo's Hut,Leo's Parrot,"GINGER_ISLAND,WALNUT_PURCHASE",
2205,Island South,Island West Turtle,"GINGER_ISLAND,WALNUT_PURCHASE",
2206,Island West,Island Farmhouse,"GINGER_ISLAND,WALNUT_PURCHASE",
2207,Island Farmhouse,Island Mailbox,"GINGER_ISLAND,WALNUT_PURCHASE",
2208,Island Farmhouse,Farm Obelisk,"GINGER_ISLAND,WALNUT_PURCHASE",
2209,Island North,Dig Site Bridge,"GINGER_ISLAND,WALNUT_PURCHASE",
2210,Island North,Island Trader,"GINGER_ISLAND,WALNUT_PURCHASE",
2211,Volcano Entrance,Volcano Bridge,"GINGER_ISLAND,WALNUT_PURCHASE",
2212,Volcano - Floor 5,Volcano Exit Shortcut,"GINGER_ISLAND,WALNUT_PURCHASE",
2213,Island South,Island Resort,"GINGER_ISLAND,WALNUT_PURCHASE",
2214,Island West,Parrot Express,"GINGER_ISLAND,WALNUT_PURCHASE",
2215,Dig Site,Open Professor Snail Cave,"GINGER_ISLAND",
2216,Field Office,Complete Island Field Office,"GINGER_ISLAND",
2301,Farm,Harvest Amaranth,"CROPSANITY",
2302,Farm,Harvest Artichoke,"CROPSANITY",
2303,Farm,Harvest Beet,"CROPSANITY",
2304,Farm,Harvest Blue Jazz,"CROPSANITY",
2305,Farm,Harvest Blueberry,"CROPSANITY",
2306,Farm,Harvest Bok Choy,"CROPSANITY",
2307,Farm,Harvest Cauliflower,"CROPSANITY",
2308,Farm,Harvest Corn,"CROPSANITY",
2309,Farm,Harvest Cranberries,"CROPSANITY",
2310,Farm,Harvest Eggplant,"CROPSANITY",
2311,Farm,Harvest Fairy Rose,"CROPSANITY",
2312,Farm,Harvest Garlic,"CROPSANITY",
2313,Farm,Harvest Grape,"CROPSANITY",
2314,Farm,Harvest Green Bean,"CROPSANITY",
2315,Farm,Harvest Hops,"CROPSANITY",
2316,Farm,Harvest Hot Pepper,"CROPSANITY",
2317,Farm,Harvest Kale,"CROPSANITY",
2318,Farm,Harvest Melon,"CROPSANITY",
2319,Farm,Harvest Parsnip,"CROPSANITY",
2320,Farm,Harvest Poppy,"CROPSANITY",
2321,Farm,Harvest Potato,"CROPSANITY",
2322,Farm,Harvest Pumpkin,"CROPSANITY",
2323,Farm,Harvest Radish,"CROPSANITY",
2324,Farm,Harvest Red Cabbage,"CROPSANITY",
2325,Farm,Harvest Rhubarb,"CROPSANITY",
2326,Farm,Harvest Starfruit,"CROPSANITY",
2327,Farm,Harvest Strawberry,"CROPSANITY",
2328,Farm,Harvest Summer Spangle,"CROPSANITY",
2329,Farm,Harvest Sunflower,"CROPSANITY",
2330,Farm,Harvest Tomato,"CROPSANITY",
2331,Farm,Harvest Tulip,"CROPSANITY",
2332,Farm,Harvest Unmilled Rice,"CROPSANITY",
2333,Farm,Harvest Wheat,"CROPSANITY",
2334,Farm,Harvest Yam,"CROPSANITY",
2335,Farm,Harvest Cactus Fruit,"CROPSANITY",
2336,Farm,Harvest Pineapple,"CROPSANITY,GINGER_ISLAND",
2337,Farm,Harvest Taro Root,"CROPSANITY,GINGER_ISLAND",
2338,Farm,Harvest Sweet Gem Berry,"CROPSANITY",
2339,Farm,Harvest Apple,"CROPSANITY",
2340,Farm,Harvest Apricot,"CROPSANITY",
2341,Farm,Harvest Cherry,"CROPSANITY",
2342,Farm,Harvest Orange,"CROPSANITY",
2343,Farm,Harvest Pomegranate,"CROPSANITY",
2344,Farm,Harvest Peach,"CROPSANITY",
2345,Farm,Harvest Banana,"CROPSANITY,GINGER_ISLAND",
2346,Farm,Harvest Mango,"CROPSANITY,GINGER_ISLAND",
2347,Farm,Harvest Coffee Bean,"CROPSANITY",
5001,Stardew Valley,Level 1 Luck,"LUCK_LEVEL,SKILL_LEVEL",Luck Skill
5002,Stardew Valley,Level 2 Luck,"LUCK_LEVEL,SKILL_LEVEL",Luck Skill
5003,Stardew Valley,Level 3 Luck,"LUCK_LEVEL,SKILL_LEVEL",Luck Skill
5004,Stardew Valley,Level 4 Luck,"LUCK_LEVEL,SKILL_LEVEL",Luck Skill
5005,Stardew Valley,Level 5 Luck,"LUCK_LEVEL,SKILL_LEVEL",Luck Skill
5006,Stardew Valley,Level 6 Luck,"LUCK_LEVEL,SKILL_LEVEL",Luck Skill
5007,Stardew Valley,Level 7 Luck,"LUCK_LEVEL,SKILL_LEVEL",Luck Skill
5008,Stardew Valley,Level 8 Luck,"LUCK_LEVEL,SKILL_LEVEL",Luck Skill
5009,Stardew Valley,Level 9 Luck,"LUCK_LEVEL,SKILL_LEVEL",Luck Skill
5010,Stardew Valley,Level 10 Luck,"LUCK_LEVEL,SKILL_LEVEL",Luck Skill
5011,Stardew Valley,Level 1 Socializing,"SOCIALIZING_LEVEL,SKILL_LEVEL",Socializing Skill
5012,Stardew Valley,Level 2 Socializing,"SOCIALIZING_LEVEL,SKILL_LEVEL",Socializing Skill
5013,Stardew Valley,Level 3 Socializing,"SOCIALIZING_LEVEL,SKILL_LEVEL",Socializing Skill
5014,Stardew Valley,Level 4 Socializing,"SOCIALIZING_LEVEL,SKILL_LEVEL",Socializing Skill
5015,Stardew Valley,Level 5 Socializing,"SOCIALIZING_LEVEL,SKILL_LEVEL",Socializing Skill
5016,Stardew Valley,Level 6 Socializing,"SOCIALIZING_LEVEL,SKILL_LEVEL",Socializing Skill
5017,Stardew Valley,Level 7 Socializing,"SOCIALIZING_LEVEL,SKILL_LEVEL",Socializing Skill
5018,Stardew Valley,Level 8 Socializing,"SOCIALIZING_LEVEL,SKILL_LEVEL",Socializing Skill
5019,Stardew Valley,Level 9 Socializing,"SOCIALIZING_LEVEL,SKILL_LEVEL",Socializing Skill
5020,Stardew Valley,Level 10 Socializing,"SOCIALIZING_LEVEL,SKILL_LEVEL",Socializing Skill
5021,Stardew Valley,Level 1 Magic,"MAGIC_LEVEL,SKILL_LEVEL",Magic
5022,Stardew Valley,Level 2 Magic,"MAGIC_LEVEL,SKILL_LEVEL",Magic
5023,Stardew Valley,Level 3 Magic,"MAGIC_LEVEL,SKILL_LEVEL",Magic
5024,Stardew Valley,Level 4 Magic,"MAGIC_LEVEL,SKILL_LEVEL",Magic
5025,Stardew Valley,Level 5 Magic,"MAGIC_LEVEL,SKILL_LEVEL",Magic
5026,Stardew Valley,Level 6 Magic,"MAGIC_LEVEL,SKILL_LEVEL",Magic
5027,Stardew Valley,Level 7 Magic,"MAGIC_LEVEL,SKILL_LEVEL",Magic
5028,Stardew Valley,Level 8 Magic,"MAGIC_LEVEL,SKILL_LEVEL",Magic
5029,Stardew Valley,Level 9 Magic,"MAGIC_LEVEL,SKILL_LEVEL",Magic
5030,Stardew Valley,Level 10 Magic,"MAGIC_LEVEL,SKILL_LEVEL",Magic
5031,Stardew Valley,Level 1 Binning,"BINNING_LEVEL,SKILL_LEVEL",Binning Skill
5032,Stardew Valley,Level 2 Binning,"BINNING_LEVEL,SKILL_LEVEL",Binning Skill
5033,Stardew Valley,Level 3 Binning,"BINNING_LEVEL,SKILL_LEVEL",Binning Skill
5034,Stardew Valley,Level 4 Binning,"BINNING_LEVEL,SKILL_LEVEL",Binning Skill
5035,Stardew Valley,Level 5 Binning,"BINNING_LEVEL,SKILL_LEVEL",Binning Skill
5036,Stardew Valley,Level 6 Binning,"BINNING_LEVEL,SKILL_LEVEL",Binning Skill
5037,Stardew Valley,Level 7 Binning,"BINNING_LEVEL,SKILL_LEVEL",Binning Skill
5038,Stardew Valley,Level 8 Binning,"BINNING_LEVEL,SKILL_LEVEL",Binning Skill
5039,Stardew Valley,Level 9 Binning,"BINNING_LEVEL,SKILL_LEVEL",Binning Skill
5040,Stardew Valley,Level 10 Binning,"BINNING_LEVEL,SKILL_LEVEL",Binning Skill
5041,Stardew Valley,Level 1 Archaeology,"ARCHAEOLOGY_LEVEL,SKILL_LEVEL",Archaeology
5042,Stardew Valley,Level 2 Archaeology,"ARCHAEOLOGY_LEVEL,SKILL_LEVEL",Archaeology
5043,Stardew Valley,Level 3 Archaeology,"ARCHAEOLOGY_LEVEL,SKILL_LEVEL",Archaeology
5044,Stardew Valley,Level 4 Archaeology,"ARCHAEOLOGY_LEVEL,SKILL_LEVEL",Archaeology
5045,Stardew Valley,Level 5 Archaeology,"ARCHAEOLOGY_LEVEL,SKILL_LEVEL",Archaeology
5046,Stardew Valley,Level 6 Archaeology,"ARCHAEOLOGY_LEVEL,SKILL_LEVEL",Archaeology
5047,Stardew Valley,Level 7 Archaeology,"ARCHAEOLOGY_LEVEL,SKILL_LEVEL",Archaeology
5048,Stardew Valley,Level 8 Archaeology,"ARCHAEOLOGY_LEVEL,SKILL_LEVEL",Archaeology
5049,Stardew Valley,Level 9 Archaeology,"ARCHAEOLOGY_LEVEL,SKILL_LEVEL",Archaeology
5050,Stardew Valley,Level 10 Archaeology,"ARCHAEOLOGY_LEVEL,SKILL_LEVEL",Archaeology
5051,Stardew Valley,Level 1 Cooking,"COOKING_LEVEL,SKILL_LEVEL",Cooking Skill
5052,Stardew Valley,Level 2 Cooking,"COOKING_LEVEL,SKILL_LEVEL",Cooking Skill
5053,Stardew Valley,Level 3 Cooking,"COOKING_LEVEL,SKILL_LEVEL",Cooking Skill
5054,Stardew Valley,Level 4 Cooking,"COOKING_LEVEL,SKILL_LEVEL",Cooking Skill
5055,Stardew Valley,Level 5 Cooking,"COOKING_LEVEL,SKILL_LEVEL",Cooking Skill
5056,Stardew Valley,Level 6 Cooking,"COOKING_LEVEL,SKILL_LEVEL",Cooking Skill
5057,Stardew Valley,Level 7 Cooking,"COOKING_LEVEL,SKILL_LEVEL",Cooking Skill
5058,Stardew Valley,Level 8 Cooking,"COOKING_LEVEL,SKILL_LEVEL",Cooking Skill
5059,Stardew Valley,Level 9 Cooking,"COOKING_LEVEL,SKILL_LEVEL",Cooking Skill
5060,Stardew Valley,Level 10 Cooking,"COOKING_LEVEL,SKILL_LEVEL",Cooking Skill
5501,Stardew Valley,Analyze: Clear Debris,MANDATORY,Magic
5502,Stardew Valley,Analyze: Till,MANDATORY,Magic
5503,Stardew Valley,Analyze: Water,MANDATORY,Magic
5504,Stardew Valley,Analyze All Toil School Locations,MANDATORY,Magic
5505,Stardew Valley,Analyze: Evac,MANDATORY,Magic
5506,Stardew Valley,Analyze: Haste,MANDATORY,Magic
5507,Stardew Valley,Analyze: Heal,MANDATORY,Magic
