door_number,door_identifier,room_identifier,dest_room_identifier,door_address,room_index,room_address,door_index_within_room,dest_room_address,x_pos_door,y_pos_door,dest_x_door,dest_y_door,dest_x_offset_door,dest_y_offset_door
632,A01:20D,A01,20D,085214F0,291,08521510,0,0851335C,1,0,0,0,0,65488
633,A01:A02,A01,A02,08521500,291,08521510,1,085215B8,0,1,0,0,0,0
634,A02:A01,A02,A01,08521588,292,085215B8,0,08521510,0,255,0,0,0,0
635,A02:A00,A02,A00,08521598,292,085215B8,1,08521478,255,1,784,0,0,65488
636,A02:A03,A02,A03,085215A8,292,085215B8,2,08521650,1,1,0,0,0,65488
637,A03:A02,A03,A02,08521630,293,08521650,0,085215B8,255,0,0,256,0,0
638,A03:A05,A03,A05,08521640,293,08521650,1,08521780,4,1,0,0,0,0
639,A04:A05,A04,A05,085216C8,294,085216D8,0,08521780,1,0,0,256,0,0
640,A05:A03,A05,A03,08521750,295,08521780,0,08521650,0,255,1024,0,0,0
641,A05:A04,A05,A04,08521760,295,08521780,1,085216D8,255,1,0,0,0,65488
642,A05:A08,A05,A08,08521770,295,08521780,2,08521928,3,1,0,0,0,65488
643,A06:A0B,A06,A0B,085217F8,296,08521808,0,08521AF0,255,0,0,0,0,0
644,A07:71B,A07,71B,08521870,297,08521890,0,0851B81C,255,0,0,0,0,65488
645,A07:A00,A07,A00,08521880,297,08521890,1,08521478,1,0,0,0,0,65488
646,A08:A05,A08,A05,08521908,298,08521928,0,08521780,255,0,528,256,0,0
647,A08:A09,A08,A09,08521918,298,08521928,1,085219C0,0,1,0,0,0,0
648,A09:A08,A09,A08,085219A0,299,085219C0,0,08521928,0,255,0,0,0,0
649,A09:A0A,A09,A0A,085219B0,299,085219C0,1,08521A58,255,1,1808,0,0,65488
650,A0A:A0B,A0A,A0B,08521A38,300,08521A58,0,08521AF0,255,0,0,256,0,0
651,A0A:A09,A0A,A09,08521A48,300,08521A58,1,085219C0,8,0,0,256,0,0
652,A0B:A06,A0B,A06,08521AD0,301,08521AF0,0,08521808,1,0,0,0,0,65488
653,A0B:A0A,A0B,A0A,08521AE0,301,08521AF0,1,08521A58,1,1,0,0,0,65488
654,B00:B04,B00,B04,08521E9C,302,08521EAC,0,08522104,1,0,0,0,0,0
655,B01:B05,B01,B05,08521F14,303,08521F24,0,085221C4,1,0,0,0,0,0
656,B02:B05,B02,B05,08521F9C,304,08521FBC,0,085221C4,1,0,0,256,0,0
657,B02:B03,B02,B03,08521FAC,304,08521FBC,1,0852205C,0,1,16,0,0,0
658,B03:B02,B03,B02,0852203C,305,0852205C,0,08521FBC,0,255,0,0,65520,0
659,B03:B09,B03,B09,0852204C,305,0852205C,1,0852241C,2,1,0,0,0,0
660,B04:B00,B04,B00,085220D4,306,08522104,0,08521EAC,255,0,0,0,0,65488
661,B04:B06,B04,B06,085220E4,306,08522104,1,0852225C,1,0,0,0,0,65488
662,B04:B15,B04,B15,085220F4,306,08522104,2,08522B6C,255,1,0,0,0,0
663,B05:B24,B05,B24,08522194,307,085221C4,0,08523424,0,255,0,0,0,0
664,B05:B01,B05,B01,085221A4,307,085221C4,1,08521F24,255,0,0,0,0,65488
665,B05:B02,B05,B02,085221B4,307,085221C4,2,08521FBC,255,1,0,0,0,65488
666,B06:B04,B06,B04,0852223C,308,0852225C,0,08522104,255,0,0,0,0,0
667,B06:B0C,B06,B0C,0852224C,308,0852225C,1,085225E4,2,0,0,0,0,65488
668,B07:B0A,B07,B0A,085222D4,309,085222F4,0,085224B4,1,0,0,0,0,65488
669,B07:B08,B07,B08,085222E4,309,085222F4,1,0852238C,0,2,16,0,0,0
670,B08:B07,B08,B07,0852236C,310,0852238C,0,085222F4,0,255,0,256,65520,48
671,B08:B0F,B08,B0F,0852237C,310,0852238C,1,08522814,2,2,0,0,0,65488
672,B09:B03,B09,B03,085223FC,311,0852241C,0,0852205C,255,0,272,256,0,0
673,B09:B25,B09,B25,0852240C,311,0852241C,1,085234BC,5,1,0,256,0,0
674,B0A:B07,B0A,B07,08522494,312,085224B4,0,085222F4,255,0,0,0,0,0
675,B0A:B11,B0A,B11,085224A4,312,085224B4,1,0852292C,2,0,0,0,0,65488
676,B0B:B0D,B0B,B0D,0852252C,313,0852253C,0,0852269C,1,0,0,0,0,65488
677,B0C:B06,B0C,B06,085225B4,314,085225E4,0,0852225C,255,0,272,0,0,65488
678,B0C:B10,B0C,B10,085225C4,314,085225E4,1,08522894,1,255,0,0,65520,0
679,B0C:B1F,B0C,B1F,085225D4,314,085225E4,2,0852315C,5,0,0,0,0,0
680,B0D:B0B,B0D,B0B,0852266C,315,0852269C,0,0852253C,255,0,0,0,0,65488
681,B0D:B12,B0D,B12,0852267C,315,0852269C,1,085229A4,1,0,0,0,0,65488
682,B0D:B0E,B0D,B0E,0852268C,315,0852269C,2,08522764,0,1,0,0,0,0
683,B0E:B0D,B0E,B0D,08522744,316,08522764,0,0852269C,0,255,0,0,0,0
684,B0E:B13,B0E,B13,08522754,316,08522764,1,08522A3C,1,1,0,0,0,65488
685,B0F:B08,B0F,B08,085227E4,317,08522814,0,0852238C,255,0,272,512,0,0
686,B0F:B13,B0F,B13,085227F4,317,08522814,1,08522A3C,1,255,0,0,65520,0
687,B0F:B19,B0F,B19,08522804,317,08522814,2,08522D64,2,0,0,0,0,65488
688,B10:B0C,B10,B0C,08522884,318,08522894,0,085225E4,0,1,272,0,0,65488
689,B11:B0A,B11,B0A,0852290C,319,0852292C,0,085224B4,255,0,272,0,0,65488
690,B11:B1A,B11,B1A,0852291C,319,0852292C,1,08522E2C,2,0,0,0,0,0
691,B12:B0D,B12,B0D,08522994,320,085229A4,0,0852269C,255,0,0,0,0,65488
692,B13:B0E,B13,B0E,08522A1C,321,08522A3C,0,08522764,255,0,0,256,0,0
693,B13:B0F,B13,B0F,08522A2C,321,08522A3C,1,08522814,0,1,272,0,0,65488
694,B15:B04,B15,B04,08522B4C,323,08522B6C,0,08522104,1,0,0,256,0,0
695,B15:B24,B15,B24,08522B5C,323,08522B6C,1,08523424,1,1,0,0,0,65488
696,B18:B1B,B18,B1B,08522CCC,326,08522CDC,0,08522ED4,1,0,0,256,0,0
697,B19:B0F,B19,B0F,08522D54,327,08522D64,0,08522814,255,0,272,0,0,65488
698,B1A:B11,B1A,B11,08522DFC,328,08522E2C,0,0852292C,255,0,272,0,0,65488
699,B1A:B1C,B1A,B1C,08522E0C,328,08522E2C,1,08522F64,1,0,0,0,0,65488
700,B1A:B26,B1A,B26,08522E1C,328,08522E2C,2,08523554,1,1,0,0,0,0
701,B1B:B26,B1B,B26,08522EA4,329,08522ED4,0,08523554,1,0,0,256,0,0
702,B1B:B18,B1B,B18,08522EB4,329,08522ED4,1,08522CDC,255,1,0,0,0,65488
703,B1B:B25,B1B,B25,08522EC4,329,08522ED4,2,085234BC,0,3,0,0,0,0
704,B1C:B1A,B1C,B1A,08522F54,330,08522F64,0,08522E2C,255,0,0,0,0,0
705,B1D:B1F,B1D,B1F,08522FDC,331,08522FEC,0,0852315C,1,0,0,1024,0,0
706,B1E:B20,B1E,B20,08523054,332,08523064,0,0852320C,1,0,0,0,0,65488
707,B1F:B0C,B1F,B0C,085230FC,333,0852315C,0,085225E4,255,0,1040,0,0,65488
708,B1F:B21,B1F,B21,0852310C,333,0852315C,1,0852328C,1,0,0,0,0,65488
709,B1F:B22,B1F,B22,0852311C,333,0852315C,2,0852330C,1,3,0,0,0,65488
710,B1F:B1D,B1F,B1D,0852312C,333,0852315C,3,08522FEC,255,4,0,0,0,65488
711,B1F:B23,B1F,B23,0852313C,333,0852315C,4,0852338C,1,6,0,0,0,65488
712,B1F:B20,B1F,B20,0852314C,333,0852315C,5,0852320C,0,7,0,0,0,65488
713,B20:B1F,B20,B1F,085231DC,334,0852320C,0,0852315C,0,255,0,1536,0,48
714,B20:B1E,B20,B1E,085231EC,334,0852320C,1,08523064,255,0,0,0,0,65488
715,B20:B27,B20,B27,085231FC,334,0852320C,2,085235D4,1,0,0,0,0,65488
716,B21:B1F,B21,B1F,0852327C,335,0852328C,0,0852315C,255,0,0,0,0,0
717,B22:B1F,B22,B1F,085232FC,336,0852330C,0,0852315C,255,0,0,768,0,0
718,B23:B1F,B23,B1F,0852337C,337,0852338C,0,0852315C,255,0,0,1536,0,0
719,B24:B15,B24,B15,08523404,338,08523424,0,08522B6C,255,0,0,256,0,0
720,B24:B05,B24,B05,08523414,338,08523424,1,085221C4,0,1,0,0,0,0
721,B25:B1B,B25,B1B,0852349C,339,085234BC,0,08522ED4,0,255,0,512,0,48
722,B25:B09,B25,B09,085234AC,339,085234BC,1,0852241C,255,1,1040,256,0,0
723,B26:B1A,B26,B1A,08523534,340,08523554,0,08522E2C,255,0,0,256,0,0
724,B26:B1B,B26,B1B,08523544,340,08523554,1,08522ED4,255,1,0,0,0,0
725,B27:B20,B27,B20,085235C4,341,085235D4,0,0852320C,255,0,0,0,0,65488
