Team,Level,Name,Code,Act,Region,Rule,Location Type,Hint Info,Notes
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 97,0x93930d68,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 98,0x93930d69,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 99,0x93930d6a,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 100,0x93930d6b,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 101,0x93930d6c,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 102,0x93930d6d,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 103,0x93930d6e,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 104,0x93930d6f,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 105,0x93930d70,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 106,0x93930d71,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 107,0x93930d72,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 108,0x93930d73,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 109,0x93930d74,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 110,0x93930d75,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 111,0x93930d76,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 112,0x93930d77,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 113,0x93930d78,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 114,0x93930d79,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 115,0x93930d7a,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 116,0x93930d7b,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 117,0x93930d7c,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 118,0x93930d7d,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 119,0x93930d7e,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 120,0x93930d7f,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 121,0x93930d80,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 122,0x93930d81,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 123,0x93930d82,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 124,0x93930d83,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 125,0x93930d84,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 126,0x93930d85,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 127,0x93930d86,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 128,0x93930d87,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 129,0x93930d88,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 130,0x93930d89,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 131,0x93930d8a,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 132,0x93930d8b,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 133,0x93930d8c,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 134,0x93930d8d,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 135,0x93930d8e,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 136,0x93930d8f,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 137,0x93930d90,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 138,0x93930d91,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 139,0x93930d92,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 140,0x93930d93,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 141,0x93930d94,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 142,0x93930d95,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 143,0x93930d96,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 144,0x93930d97,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 145,0x93930d98,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 146,0x93930d99,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 147,0x93930d9a,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 148,0x93930d9b,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 149,0x93930d9c,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 150,0x93930d9d,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 151,0x93930d9e,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 152,0x93930d9f,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 153,0x93930da0,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 154,0x93930da1,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 155,0x93930da2,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 156,0x93930da3,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 157,0x93930da4,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 158,0x93930da5,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 159,0x93930da6,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 160,0x93930da7,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 161,0x93930da8,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 162,0x93930da9,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 163,0x93930daa,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 164,0x93930dab,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 165,0x93930dac,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 166,0x93930dad,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 167,0x93930dae,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 168,0x93930daf,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 169,0x93930db0,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 170,0x93930db1,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 171,0x93930db2,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 172,0x93930db3,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 173,0x93930db4,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 174,0x93930db5,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 175,0x93930db6,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 176,0x93930db7,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 177,0x93930db8,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 178,0x93930db9,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 179,0x93930dba,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 180,0x93930dbb,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 181,0x93930dbc,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 182,0x93930dbd,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 183,0x93930dbe,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 184,0x93930dbf,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 185,0x93930dc0,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 186,0x93930dc1,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 187,0x93930dc2,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 188,0x93930dc3,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 189,0x93930dc4,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 190,0x93930dc5,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 191,0x93930dc6,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 192,0x93930dc7,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 193,0x93930dc8,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 194,0x93930dc9,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 195,0x93930dca,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 196,0x93930dcb,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 197,0x93930dcc,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 198,0x93930dcd,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 199,0x93930dce,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Frog Forest,Frog Forest Rose Act 2 Rings Collected: 200,0x93930dcf,2,Frog Forest Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 1,0x93930dd0,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 2,0x93930dd1,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 3,0x93930dd2,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 4,0x93930dd3,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 5,0x93930dd4,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 6,0x93930dd5,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 7,0x93930dd6,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 8,0x93930dd7,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 9,0x93930dd8,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 10,0x93930dd9,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 11,0x93930dda,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 12,0x93930ddb,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 13,0x93930ddc,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 14,0x93930ddd,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 15,0x93930dde,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 16,0x93930ddf,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 17,0x93930de0,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 18,0x93930de1,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 19,0x93930de2,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 20,0x93930de3,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 21,0x93930de4,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 22,0x93930de5,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 23,0x93930de6,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 24,0x93930de7,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 25,0x93930de8,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 26,0x93930de9,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 27,0x93930dea,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 28,0x93930deb,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 29,0x93930dec,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 30,0x93930ded,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 31,0x93930dee,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 32,0x93930def,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 33,0x93930df0,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 34,0x93930df1,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 35,0x93930df2,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 36,0x93930df3,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 37,0x93930df4,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 38,0x93930df5,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 39,0x93930df6,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 40,0x93930df7,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 41,0x93930df8,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 42,0x93930df9,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 43,0x93930dfa,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 44,0x93930dfb,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 45,0x93930dfc,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 46,0x93930dfd,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 47,0x93930dfe,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 48,0x93930dff,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 49,0x93930e00,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 50,0x93930e01,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 51,0x93930e02,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 52,0x93930e03,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 53,0x93930e04,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 54,0x93930e05,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 55,0x93930e06,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 56,0x93930e07,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 57,0x93930e08,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 58,0x93930e09,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 59,0x93930e0a,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 60,0x93930e0b,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 61,0x93930e0c,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 62,0x93930e0d,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 63,0x93930e0e,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 64,0x93930e0f,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 65,0x93930e10,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 66,0x93930e11,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 67,0x93930e12,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 68,0x93930e13,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 69,0x93930e14,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 70,0x93930e15,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 71,0x93930e16,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 72,0x93930e17,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 73,0x93930e18,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 74,0x93930e19,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 75,0x93930e1a,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 76,0x93930e1b,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 77,0x93930e1c,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 78,0x93930e1d,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 79,0x93930e1e,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 80,0x93930e1f,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 81,0x93930e20,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 82,0x93930e21,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 83,0x93930e22,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 84,0x93930e23,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 85,0x93930e24,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 86,0x93930e25,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 87,0x93930e26,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 88,0x93930e27,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 89,0x93930e28,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
Rose,Lost Jungle,Lost Jungle Rose Act 2 Rings Collected: 90,0x93930e29,2,Lost Jungle Rose ObjSanity,,ObjSanity,,
